-0.5282,-0.2336,-0.8990,-0.0872,-0.0672,-0.0155,0.0021
-0.5274,-0.2325,-0.8975,-0.0870,-0.0671,-0.0155,0.0021
-0.5256,-0.2311,-0.8945,-0.0862,-0.0668,-0.0153,0.0021
-0.5233,-0.2291,-0.8904,-0.0858,-0.0665,-0.0153,0.0021
-0.5199,-0.2269,-0.8849,-0.0848,-0.0660,-0.0151,0.0020
-0.5162,-0.2238,-0.8782,-0.0838,-0.0655,-0.0149,0.0020
-0.5114,-0.2209,-0.8701,-0.0825,-0.0647,-0.0146,0.0019
-0.5061,-0.2171,-0.8607,-0.0811,-0.0641,-0.0143,0.0020
-0.5000,-0.2135,-0.8499,-0.0797,-0.0634,-0.0141,0.0021
-0.4932,-0.2094,-0.8382,-0.0781,-0.0625,-0.0138,0.0021
-0.4852,-0.2050,-0.8250,-0.0761,-0.0612,-0.0134,0.0018
-0.4771,-0.2005,-0.8106,-0.0742,-0.0603,-0.0130,0.0019
-0.4680,-0.1952,-0.7949,-0.0722,-0.0591,-0.0126,0.0019
-0.4583,-0.1900,-0.7783,-0.0702,-0.0578,-0.0122,0.0019
-0.4476,-0.1844,-0.7602,-0.0677,-0.0563,-0.0117,0.0017
-0.4365,-0.1788,-0.7411,-0.0652,-0.0548,-0.0112,0.0017
-0.4247,-0.1727,-0.7208,-0.0632,-0.0533,-0.0109,0.0016
-0.4123,-0.1672,-0.6994,-0.0605,-0.0517,-0.0104,0.0016
-0.4012,-0.1620,-0.6803,-0.0582,-0.0503,-0.0099,0.0016
-0.3854,-0.1542,-0.6534,-0.0553,-0.0482,-0.0094,0.0015
-0.3711,-0.1476,-0.6288,-0.0525,-0.0464,-0.0088,0.0015
-0.3561,-0.1403,-0.6033,-0.0502,-0.0444,-0.0085,0.0013
-0.3407,-0.1329,-0.5770,-0.0474,-0.0424,-0.0080,0.0013
-0.3246,-0.1260,-0.5495,-0.0445,-0.0404,-0.0074,0.0012
-0.3082,-0.1191,-0.5214,-0.0418,-0.0384,-0.0069,0.0012
-0.2912,-0.1113,-0.4925,-0.0391,-0.0361,-0.0065,0.0011
-0.2736,-0.1040,-0.4626,-0.0363,-0.0339,-0.0060,0.0010
-0.2557,-0.0969,-0.4321,-0.0334,-0.0317,-0.0055,0.0010
-0.2372,-0.0896,-0.4008,-0.0306,-0.0293,-0.0050,0.0009
-0.2184,-0.0821,-0.3689,-0.0280,-0.0270,-0.0045,0.0008
-0.1993,-0.0742,-0.3365,-0.0255,-0.0246,-0.0042,0.0008
-0.1797,-0.0672,-0.3034,-0.0226,-0.0222,-0.0036,0.0007
-0.1598,-0.0599,-0.2698,-0.0200,-0.0198,-0.0032,0.0006
-0.1398,-0.0520,-0.2360,-0.0174,-0.0172,-0.0028,0.0005
-0.1194,-0.0445,-0.2016,-0.0148,-0.0147,-0.0024,0.0004
-0.0990,-0.0370,-0.1669,-0.0121,-0.0122,-0.0019,0.0004
-0.0782,-0.0295,-0.1319,-0.0096,-0.0097,-0.0015,0.0003
-0.0573,-0.0219,-0.0968,-0.0070,-0.0071,-0.0011,0.0002
-0.0366,-0.0142,-0.0617,-0.0045,-0.0045,-0.0007,0.0001
-0.0154,-0.0063,-0.0260,-0.0019,-0.0019,-0.0003,0.0001
0.0056,0.0015,0.0094,0.0006,0.0007,0.0001,-0.0000
0.0267,0.0093,0.0449,0.0031,0.0033,0.0005,-0.0001
0.0476,0.0171,0.0802,0.0056,0.0058,0.0009,-0.0002
0.0684,0.0249,0.1153,0.0081,0.0084,0.0012,-0.0003
0.0893,0.0326,0.1505,0.0107,0.0110,0.0016,-0.0003
0.1100,0.0404,0.1854,0.0132,0.0135,0.0020,-0.0004
0.1305,0.0481,0.2199,0.0156,0.0160,0.0024,-0.0005
0.1508,0.0556,0.2542,0.0181,0.0185,0.0028,-0.0006
0.1708,0.0631,0.2879,0.0205,0.0210,0.0032,-0.0006
0.1907,0.0706,0.3214,0.0230,0.0234,0.0036,-0.0007
0.2102,0.0779,0.3543,0.0254,0.0258,0.0040,-0.0008
0.2294,0.0852,0.3867,0.0277,0.0282,0.0043,-0.0009
0.2482,0.0923,0.4185,0.0301,0.0306,0.0047,-0.0009
0.2644,0.0984,0.4458,0.0321,0.0325,0.0050,-0.0010
0.2847,0.1062,0.4801,0.0347,0.0350,0.0055,-0.0011
0.3024,0.1129,0.5099,0.0369,0.0372,0.0058,-0.0012
0.3195,0.1195,0.5388,0.0390,0.0394,0.0062,-0.0012
0.3362,0.1258,0.5670,0.0412,0.0414,0.0065,-0.0013
0.3524,0.1320,0.5943,0.0432,0.0434,0.0068,-0.0013
0.3680,0.1380,0.6207,0.0452,0.0453,0.0072,-0.0014
0.3831,0.1438,0.6462,0.0472,0.0472,0.0075,-0.0015
0.3976,0.1494,0.6707,0.0490,0.0490,0.0078,-0.0015
0.4115,0.1548,0.6942,0.0509,0.0507,0.0081,-0.0016
0.4240,0.1597,0.7153,0.0525,0.0523,0.0083,-0.0016
0.4375,0.1649,0.7381,0.0543,0.0539,0.0086,-0.0016
0.4495,0.1696,0.7583,0.0558,0.0554,0.0089,-0.0017
0.4608,0.1740,0.7775,0.0573,0.0568,0.0091,-0.0018
0.4714,0.1781,0.7954,0.0587,0.0582,0.0094,-0.0018
0.4813,0.1820,0.8121,0.0601,0.0594,0.0096,-0.0018
0.4905,0.1857,0.8277,0.0613,0.0605,0.0098,-0.0019
0.4990,0.1891,0.8421,0.0625,0.0616,0.0100,-0.0019
0.5067,0.1922,0.8551,0.0636,0.0625,0.0102,-0.0019
0.5136,0.1951,0.8668,0.0646,0.0634,0.0103,-0.0020
0.5196,0.1976,0.8770,0.0655,0.0642,0.0105,-0.0020
0.5251,0.2001,0.8863,0.0664,0.0649,0.0106,-0.0020
0.5296,0.2021,0.8940,0.0672,0.0655,0.0108,-0.0020
0.5332,0.2038,0.9002,0.0678,0.0659,0.0109,-0.0020
0.5363,0.2054,0.9055,0.0685,0.0663,0.0110,-0.0020
0.5383,0.2066,0.9090,0.0690,0.0666,0.0112,-0.0021
0.5396,0.2077,0.9114,0.0696,0.0668,0.0113,-0.0021
0.5400,0.2085,0.9122,0.0698,0.0669,0.0113,-0.0021
0.5396,0.2091,0.9117,0.0701,0.0668,0.0114,-0.0020
0.5385,0.2091,0.9098,0.0703,0.0667,0.0115,-0.0020
0.5366,0.2091,0.9067,0.0705,0.0665,0.0115,-0.0021
0.5338,0.2087,0.9021,0.0704,0.0662,0.0116,-0.0021
0.5299,0.2084,0.8958,0.0705,0.0658,0.0116,-0.0020
0.5255,0.2076,0.8885,0.0705,0.0653,0.0116,-0.0020
0.5202,0.2060,0.8797,0.0704,0.0647,0.0117,-0.0021
0.5140,0.2048,0.8696,0.0700,0.0639,0.0116,-0.0019
0.5073,0.2030,0.8583,0.0696,0.0632,0.0116,-0.0020
0.4996,0.2008,0.8456,0.0691,0.0623,0.0115,-0.0019
0.4913,0.1983,0.8317,0.0687,0.0613,0.0115,-0.0019
0.4822,0.1956,0.8166,0.0679,0.0602,0.0114,-0.0019
0.4724,0.1925,0.8002,0.0670,0.0590,0.0113,-0.0018
0.4621,0.1888,0.7828,0.0660,0.0579,0.0112,-0.0018
0.4507,0.1853,0.7639,0.0650,0.0565,0.0110,-0.0018
0.4389,0.1813,0.7441,0.0637,0.0550,0.0108,-0.0017
0.4265,0.1768,0.7232,0.0625,0.0536,0.0107,-0.0017
0.4133,0.1724,0.7012,0.0612,0.0519,0.0105,-0.0016
0.3997,0.1676,0.6782,0.0596,0.0503,0.0102,-0.0016
0.3854,0.1617,0.6541,0.0578,0.0485,0.0100,-0.0015
0.3706,0.1562,0.6291,0.0560,0.0467,0.0096,-0.0015
0.3552,0.1499,0.6033,0.0541,0.0447,0.0094,-0.0013
0.3394,0.1437,0.5765,0.0520,0.0428,0.0090,-0.0013
0.3232,0.1369,0.5490,0.0497,0.0408,0.0086,-0.0013
0.3065,0.1301,0.5207,0.0473,0.0387,0.0082,-0.0012
0.2893,0.1229,0.4916,0.0448,0.0365,0.0078,-0.0011
0.2717,0.1155,0.4618,0.0423,0.0343,0.0074,-0.0011
0.2538,0.1079,0.4313,0.0396,0.0321,0.0069,-0.0010
0.2355,0.1002,0.4003,0.0367,0.0298,0.0064,-0.0009
0.2169,0.0924,0.3686,0.0339,0.0274,0.0059,-0.0009
0.1979,0.0844,0.3364,0.0309,0.0250,0.0054,-0.0008
0.1786,0.0763,0.3036,0.0279,0.0226,0.0049,-0.0007
0.1591,0.0680,0.2704,0.0249,0.0201,0.0044,-0.0006
0.1393,0.0597,0.2368,0.0219,0.0176,0.0038,-0.0006
0.1193,0.0513,0.2029,0.0188,0.0151,0.0033,-0.0005
0.0992,0.0428,0.1686,0.0157,0.0125,0.0028,-0.0004
0.0789,0.0342,0.1341,0.0125,0.0100,0.0022,-0.0003
0.0584,0.0256,0.0994,0.0094,0.0074,0.0017,-0.0002
0.0379,0.0169,0.0645,0.0062,0.0048,0.0011,-0.0002
0.0174,0.0083,0.0296,0.0030,0.0022,0.0006,-0.0001
-0.0032,-0.0004,-0.0054,-0.0002,-0.0004,0.0000,0.0000
-0.0238,-0.0091,-0.0404,-0.0034,-0.0030,-0.0005,0.0001
-0.0444,-0.0177,-0.0753,-0.0065,-0.0056,-0.0011,0.0002
-0.0649,-0.0264,-0.1102,-0.0097,-0.0082,-0.0016,0.0003
-0.0853,-0.0350,-0.1448,-0.0129,-0.0107,-0.0022,0.0003
-0.1056,-0.0435,-0.1793,-0.0160,-0.0133,-0.0027,0.0004
-0.1257,-0.0519,-0.2135,-0.0191,-0.0158,-0.0033,0.0005
-0.1456,-0.0603,-0.2473,-0.0221,-0.0183,-0.0038,0.0006
-0.1654,-0.0685,-0.2808,-0.0252,-0.0208,-0.0043,0.0007
-0.1849,-0.0767,-0.3139,-0.0281,-0.0233,-0.0048,0.0007
-0.2041,-0.0846,-0.3466,-0.0310,-0.0257,-0.0053,0.0008
-0.2230,-0.0925,-0.3787,-0.0339,-0.0281,-0.0058,0.0009
-0.2416,-0.1002,-0.4103,-0.0367,-0.0304,-0.0063,0.0010
-0.2598,-0.1076,-0.4412,-0.0394,-0.0327,-0.0068,0.0010
-0.2777,-0.1150,-0.4715,-0.0421,-0.0350,-0.0072,0.0011
-0.2952,-0.1221,-0.5011,-0.0446,-0.0371,-0.0076,0.0011
-0.3123,-0.1291,-0.5301,-0.0471,-0.0393,-0.0081,0.0012
-0.3289,-0.1358,-0.5582,-0.0494,-0.0414,-0.0084,0.0013
-0.3450,-0.1420,-0.5855,-0.0517,-0.0433,-0.0089,0.0013
-0.3606,-0.1482,-0.6119,-0.0538,-0.0453,-0.0092,0.0014
-0.3758,-0.1540,-0.6376,-0.0559,-0.0472,-0.0096,0.0015
-0.3903,-0.1595,-0.6621,-0.0579,-0.0490,-0.0099,0.0015
-0.4042,-0.1649,-0.6856,-0.0597,-0.0507,-0.0102,0.0016
-0.4177,-0.1700,-0.7083,-0.0614,-0.0524,-0.0105,0.0017
-0.4304,-0.1748,-0.7299,-0.0631,-0.0539,-0.0107,0.0017
-0.4426,-0.1795,-0.7503,-0.0645,-0.0555,-0.0109,0.0018
-0.4541,-0.1836,-0.7697,-0.0658,-0.0569,-0.0111,0.0018
-0.4649,-0.1873,-0.7880,-0.0672,-0.0582,-0.0114,0.0018
-0.4751,-0.1910,-0.8050,-0.0681,-0.0595,-0.0115,0.0019
-0.4846,-0.1940,-0.8210,-0.0691,-0.0606,-0.0116,0.0019
-0.4934,-0.1966,-0.8357,-0.0700,-0.0616,-0.0118,0.0019
-0.5016,-0.1987,-0.8493,-0.0708,-0.0627,-0.0119,0.0020
-0.5090,-0.2006,-0.8615,-0.0713,-0.0635,-0.0119,0.0021
-0.5155,-0.2022,-0.8725,-0.0714,-0.0642,-0.0118,0.0020
-0.5215,-0.2029,-0.8824,-0.0716,-0.0649,-0.0119,0.0020
-0.5266,-0.2036,-0.8909,-0.0715,-0.0654,-0.0117,0.0019
-0.5313,-0.2036,-0.8982,-0.0713,-0.0660,-0.0117,0.0021
-0.5348,-0.2035,-0.9040,-0.0709,-0.0663,-0.0116,0.0020
-0.5377,-0.2035,-0.9086,-0.0702,-0.0666,-0.0113,0.0020
-0.5399,-0.2021,-0.9117,-0.0696,-0.0668,-0.0112,0.0021
-0.5413,-0.2008,-0.9138,-0.0690,-0.0668,-0.0111,0.0021
-0.5419,-0.1986,-0.9143,-0.0677,-0.0669,-0.0107,0.0022
-0.5417,-0.1965,-0.9135,-0.0670,-0.0668,-0.0106,0.0022
-0.5404,-0.1950,-0.9113,-0.0657,-0.0664,-0.0103,0.0020
-0.5387,-0.1912,-0.9079,-0.0644,-0.0660,-0.0101,0.0020
-0.5359,-0.1891,-0.9029,-0.0627,-0.0656,-0.0096,0.0020
-0.5324,-0.1859,-0.8966,-0.0610,-0.0651,-0.0092,0.0020
-0.5282,-0.1819,-0.8891,-0.0595,-0.0645,-0.0089,0.0020
-0.5230,-0.1785,-0.8802,-0.0579,-0.0637,-0.0085,0.0019
-0.5172,-0.1734,-0.8700,-0.0565,-0.0629,-0.0083,0.0019
-0.5107,-0.1691,-0.8585,-0.0540,-0.0620,-0.0078,0.0019
-0.5035,-0.1637,-0.8458,-0.0522,-0.0612,-0.0074,0.0020
-0.4950,-0.1582,-0.8314,-0.0500,-0.0600,-0.0070,0.0019
-0.4865,-0.1532,-0.8172,-0.0480,-0.0586,-0.0066,0.0016
-0.4765,-0.1486,-0.7997,-0.0456,-0.0573,-0.0062,0.0017
-0.4660,-0.1435,-0.7816,-0.0437,-0.0561,-0.0058,0.0017
-0.4548,-0.1381,-0.7625,-0.0412,-0.0546,-0.0053,0.0017
-0.4430,-0.1302,-0.7421,-0.0397,-0.0533,-0.0051,0.0019
-0.4305,-0.1254,-0.7211,-0.0367,-0.0515,-0.0044,0.0016
-0.4170,-0.1199,-0.6981,-0.0344,-0.0498,-0.0040,0.0016
-0.4030,-0.1142,-0.6747,-0.0323,-0.0479,-0.0036,0.0014
-0.3884,-0.1073,-0.6500,-0.0302,-0.0461,-0.0033,0.0014
-0.3736,-0.1007,-0.6248,-0.0280,-0.0444,-0.0029,0.0015
-0.3573,-0.0956,-0.5973,-0.0258,-0.0423,-0.0027,0.0014
-0.3409,-0.0900,-0.5698,-0.0243,-0.0403,-0.0024,0.0012
-0.3237,-0.0843,-0.5410,-0.0221,-0.0381,-0.0021,0.0011
-0.3064,-0.0788,-0.5117,-0.0200,-0.0362,-0.0017,0.0012
-0.2883,-0.0715,-0.4813,-0.0186,-0.0339,-0.0017,0.0011
-0.2705,-0.0677,-0.4517,-0.0166,-0.0318,-0.0012,0.0009
-0.2508,-0.0613,-0.4185,-0.0146,-0.0294,-0.0010,0.0009
-0.2313,-0.0569,-0.3858,-0.0132,-0.0272,-0.0008,0.0009
-0.2115,-0.0503,-0.3531,-0.0113,-0.0246,-0.0006,0.0006
-0.1913,-0.0451,-0.3190,-0.0099,-0.0223,-0.0004,0.0006
-0.1710,-0.0393,-0.2850,-0.0091,-0.0200,-0.0005,0.0006
-0.1502,-0.0353,-0.2502,-0.0075,-0.0176,-0.0002,0.0006
-0.1291,-0.0296,-0.2151,-0.0066,-0.0151,-0.0003,0.0005
-0.1078,-0.0250,-0.1793,-0.0051,-0.0126,-0.0001,0.0004
-0.0863,-0.0193,-0.1437,-0.0042,-0.0101,-0.0001,0.0003
-0.0648,-0.0144,-0.1077,-0.0033,-0.0076,-0.0001,0.0003
-0.0430,-0.0091,-0.0715,-0.0023,-0.0050,-0.0001,0.0001
-0.0211,-0.0042,-0.0351,-0.0014,-0.0024,-0.0001,0.0000
0.0008,0.0012,0.0012,-0.0008,0.0001,-0.0001,-0.0000
0.0226,0.0062,0.0375,0.0001,0.0026,-0.0001,-0.0001
0.0430,0.0115,0.0716,0.0007,0.0049,-0.0002,-0.0001
0.0662,0.0167,0.1101,0.0016,0.0076,-0.0002,-0.0002
0.0879,0.0220,0.1461,0.0024,0.0101,-0.0002,-0.0003
0.1094,0.0273,0.1820,0.0032,0.0126,-0.0002,-0.0004
0.1308,0.0326,0.2175,0.0039,0.0151,-0.0002,-0.0005
0.1499,0.0373,0.2492,0.0046,0.0173,-0.0002,-0.0005
0.1729,0.0430,0.2875,0.0054,0.0200,-0.0003,-0.0006
0.1936,0.0481,0.3219,0.0061,0.0224,-0.0003,-0.0007
0.2140,0.0531,0.3559,0.0069,0.0248,-0.0003,-0.0007
0.2341,0.0581,0.3893,0.0076,0.0271,-0.0003,-0.0008
0.2538,0.0630,0.4221,0.0083,0.0294,-0.0004,-0.0009
0.2732,0.0678,0.4542,0.0090,0.0316,-0.0004,-0.0009
0.2921,0.0725,0.4857,0.0097,0.0338,-0.0004,-0.0010
0.3106,0.0771,0.5165,0.0103,0.0359,-0.0004,-0.0011
0.3286,0.0816,0.5465,0.0110,0.0380,-0.0004,-0.0011
0.3459,0.0859,0.5752,0.0117,0.0400,-0.0004,-0.0012
0.3632,0.0903,0.6039,0.0123,0.0420,-0.0005,-0.0012
0.3796,0.0943,0.6313,0.0130,0.0439,-0.0005,-0.0013
0.3955,0.0984,0.6577,0.0136,0.0458,-0.0005,-0.0014
0.4108,0.1023,0.6832,0.0142,0.0476,-0.0005,-0.0014
0.4255,0.1061,0.7075,0.0149,0.0493,-0.0004,-0.0014
0.4395,0.1097,0.7309,0.0155,0.0509,-0.0005,-0.0015
0.4529,0.1132,0.7531,0.0161,0.0525,-0.0004,-0.0015
0.4655,0.1167,0.7742,0.0167,0.0539,-0.0004,-0.0016
0.4775,0.1199,0.7941,0.0174,0.0553,-0.0004,-0.0016
0.4887,0.1230,0.8128,0.0180,0.0567,-0.0003,-0.0017
0.4992,0.1261,0.8302,0.0186,0.0579,-0.0003,-0.0017
0.5089,0.1289,0.8465,0.0193,0.0590,-0.0002,-0.0017
0.5179,0.1317,0.8614,0.0199,0.0601,-0.0002,-0.0018
0.5260,0.1342,0.8750,0.0207,0.0611,-0.0000,-0.0018
0.5334,0.1367,0.8873,0.0213,0.0620,0.0000,-0.0018
0.5399,0.1392,0.8982,0.0218,0.0628,0.0001,-0.0018
0.5456,0.1413,0.9078,0.0228,0.0634,0.0003,-0.0019
0.5505,0.1436,0.9160,0.0235,0.0641,0.0004,-0.0019
0.5544,0.1457,0.9225,0.0241,0.0646,0.0005,-0.0019
0.5576,0.1475,0.9280,0.0249,0.0650,0.0006,-0.0019
0.5600,0.1491,0.9320,0.0255,0.0653,0.0007,-0.0019
0.5614,0.1505,0.9346,0.0264,0.0655,0.0010,-0.0019
0.5620,0.1518,0.9357,0.0272,0.0656,0.0011,-0.0019
0.5618,0.1525,0.9354,0.0275,0.0657,0.0012,-0.0020
0.5607,0.1532,0.9338,0.0285,0.0656,0.0014,-0.0020
0.5587,0.1538,0.9307,0.0290,0.0653,0.0016,-0.0019
0.5559,0.1546,0.9262,0.0296,0.0651,0.0017,-0.0019
0.5523,0.1550,0.9201,0.0301,0.0648,0.0019,-0.0020
0.5478,0.1549,0.9129,0.0306,0.0643,0.0021,-0.0019
0.5426,0.1549,0.9043,0.0312,0.0638,0.0022,-0.0020
0.5365,0.1545,0.8941,0.0317,0.0632,0.0024,-0.0020
0.5295,0.1541,0.8828,0.0322,0.0624,0.0025,-0.0019
0.5216,0.1532,0.8700,0.0326,0.0615,0.0027,-0.0018
0.5131,0.1523,0.8559,0.0327,0.0606,0.0028,-0.0018
0.5038,0.1511,0.8408,0.0333,0.0595,0.0030,-0.0017
0.4939,0.1492,0.8240,0.0335,0.0586,0.0032,-0.0018
0.4829,0.1476,0.8063,0.0338,0.0572,0.0034,-0.0016
0.4715,0.1456,0.7874,0.0339,0.0560,0.0034,-0.0016
0.4593,0.1431,0.7672,0.0338,0.0546,0.0036,-0.0016
0.4464,0.1400,0.7458,0.0336,0.0531,0.0036,-0.0016
0.4329,0.1373,0.7234,0.0336,0.0516,0.0037,-0.0015
0.4187,0.1335,0.7000,0.0335,0.0500,0.0039,-0.0015
0.4040,0.1303,0.6755,0.0330,0.0483,0.0039,-0.0014
0.3885,0.1263,0.6500,0.0324,0.0464,0.0039,-0.0013
0.3727,0.1222,0.6235,0.0318,0.0447,0.0038,-0.0014
0.3563,0.1170,0.5963,0.0310,0.0427,0.0039,-0.0013
0.3395,0.1120,0.5683,0.0303,0.0408,0.0038,-0.0013
0.3220,0.1074,0.5392,0.0292,0.0387,0.0037,-0.0012
0.3042,0.1016,0.5096,0.0283,0.0366,0.0037,-0.0011
0.2860,0.0961,0.4792,0.0271,0.0345,0.0036,-0.0011
0.2673,0.0905,0.4481,0.0258,0.0322,0.0034,-0.0009
0.2484,0.0839,0.4163,0.0243,0.0300,0.0033,-0.0010
0.2289,0.0778,0.3838,0.0228,0.0277,0.0031,-0.0009
0.2094,0.0707,0.3511,0.0210,0.0254,0.0028,-0.0008
0.1894,0.0640,0.3177,0.0194,0.0229,0.0027,-0.0007
0.1693,0.0571,0.2839,0.0175,0.0205,0.0024,-0.0006
0.1489,0.0498,0.2497,0.0156,0.0181,0.0021,-0.0006
0.1282,0.0427,0.2152,0.0137,0.0155,0.0019,-0.0005
0.1075,0.0355,0.1803,0.0116,0.0130,0.0016,-0.0004
0.0866,0.0283,0.1452,0.0096,0.0105,0.0013,-0.0003
0.0687,0.0221,0.1151,0.0078,0.0083,0.0010,-0.0003
0.0444,0.0138,0.0743,0.0053,0.0054,0.0007,-0.0002
0.0232,0.0065,0.0387,0.0032,0.0028,0.0004,-0.0001
0.0020,-0.0009,0.0031,0.0011,0.0002,0.0001,-0.0000
-0.0193,-0.0081,-0.0326,-0.0011,-0.0023,-0.0002,0.0001
-0.0405,-0.0154,-0.0683,-0.0032,-0.0049,-0.0005,0.0002
-0.0617,-0.0227,-0.1038,-0.0053,-0.0075,-0.0008,0.0002
-0.0828,-0.0299,-0.1392,-0.0075,-0.0100,-0.0011,0.0003
-0.1037,-0.0371,-0.1743,-0.0096,-0.0125,-0.0014,0.0004
-0.1245,-0.0441,-0.2093,-0.0116,-0.0151,-0.0017,0.0005
-0.1451,-0.0512,-0.2438,-0.0137,-0.0176,-0.0020,0.0005
-0.1655,-0.0581,-0.2781,-0.0158,-0.0201,-0.0023,0.0006
-0.1856,-0.0650,-0.3119,-0.0177,-0.0225,-0.0026,0.0007
-0.2055,-0.0717,-0.3453,-0.0197,-0.0249,-0.0028,0.0008
-0.2251,-0.0783,-0.3782,-0.0216,-0.0272,-0.0031,0.0008
-0.2443,-0.0847,-0.4105,-0.0235,-0.0296,-0.0034,0.0009
-0.2632,-0.0911,-0.4421,-0.0253,-0.0319,-0.0036,0.0010
-0.2817,-0.0972,-0.4732,-0.0271,-0.0341,-0.0039,0.0010
-0.2999,-0.1032,-0.5036,-0.0288,-0.0363,-0.0041,0.0011
-0.3175,-0.1089,-0.5331,-0.0304,-0.0384,-0.0043,0.0012
